name,gender,country,province,city,location,category,fans,videos,likes,comments,shares,following,school,custom_verify,enterprise_verify,signature
阿金🔥户外第一车手,1,中国,安徽省,合肥市,合肥市,交通汽车,8710000,78,47676000,208732175,113781656,88,,车手,,本人职业赛车手教官🏎️🏎️狂热户外探险和赛车飘移 👉👉原创语录：走！让我们探索一番！ ⚠️⚠️本人没有任何小号，粉丝朋友切勿上当受骗！ 第1⃣️期：荒岛求生系列✅已完结 第2⃣️期：沙漠穿越系列✅已完结 第3⃣️期：大洋海钓系列✅已完结 第4⃣️期：雪山探秘系列（马上开启） 商务合作：AJin9468
张双利,1,中国,,北京,北京,明星,8700000,245,67866000,44296426,22682365,1,,演员,,年龄只是个数字而已😎 VB：张双利
冀看点,0,暂不设置,,,石家庄,政企,8662000,5730,448604000,54846732,47754251,89,,,河北新闻网新媒体工作室官方账号,河北新闻网“冀看点”栏目 ～小冀带你看世界～ 联系我们：jikandian@126. com
南京广播电视台,1,中国,江苏,南京,南京,政企,8654000,3368,115203000,359885984,249887277,20,,,南京广播电视台,南京广播电视台官方账号 商务V:nkfuli注明来意
陈大白,1,中国,辽宁,朝阳,朝阳,游戏,8625000,275,69113000,20950135,5732033,277,,,,我妈说，关注大白的都是好人！嘿嘿...
黄钰杰,1,中国,广东,广州,广州,剧情,8619000,239,159129000,137856604,54994289,449,,抖音vlogger,,谢谢你们喜欢这样的一个胖子 积极向上的人最好看 🧣：黄钰杰 商务：AyukitWong（备注来意 你的穿搭 黄钰杰家 (橱窗同款 )
元气食堂,1,中国,浙江,杭州,杭州,二次元,8616000,202,89422000,241296492,503153795,61,中国美术学院,,,⬆️⬆️大卫的盲盒、毛绒娃娃！快来康康吧 围脖拿壁纸：元气食堂熊大卫 商务合作v:16619875906（注明来意） 直播合作v:19157811299 授权v：novacmq
今日海峡,1,中国,福建省,泉州市,福州,政企,8578000,3422,206994000,326638148,108827269,28,,,海峡卫视《今日海峡》官方抖音号,网罗两岸动向
司氏砸缸,1,中国,吉林,长春,保定,搞笑,8575000,215,136185000,33140926,32481224,178,长春师范大学,人气视频创作者,,一个搞笑的灵魂画手 商务 星图微❤：CSZL315（备注合作的品牌）
暖宝笑呵呵❤️,2,中国,辽宁,抚顺,抚顺,亲子,8568000,430,179916000,97430783,72860826,24,,,,小暖宝 活泼可爱女汉子一枚🥰 ❤️本人声明：暖宝只有一个抖音号 谢谢大家的关注喜爱 支持和鼓励❤️
哈K,1,中国,河北,保定,保定,宠物,8566000,110,90189000,55647736,85689502,147,,优质视频创作者,,二哈遇到很疯的女主人会发生什么事~ 我也不知道啊~ 星图V ❤:121190828
柒号店铺,2,中国,,上海,上海,搞笑,8557000,56,48838000,47288079,7956727,14,,,,欢迎常来店里逛逛～ 商务合作vx：LMSZ828（请注明来意）
尼老头小剧场,1,中国,,北京,北京,二次元,8554000,151,60881000,35413622,30481889,76,华中师范大学,,,唯一小号🤜:老王（沙雕）日记【老王即将c位出道！】 星图联系V:nilaotou-sw 围脖 、公重：尼老头小剧场
朱一旦的枯燥生活,1,暂不设置,,,淄博,搞笑,8542000,239,63564000,77822631,60088012,55,,抖音音乐人,,你枯燥吗？ 黑色幽默，感谢关注！ 围脖同名 枯燥➕koozao2
腊月小九,2,中国,北京,北京,北京,美食,8541000,202,86572000,53171898,196692607,88,,优质美食自媒体,,🍓就是不允许你挑食！ 🍓请欣赏一家三口斗智斗勇美食制作剧场！ 🍓现在的腊月小九都是因为你们每一个可爱粉丝宝宝的支持！谢谢你们的喜欢，我会始终制作好的作品，爱你们呦！ 🍓(商务）❤️:lyxj_2020(注意下划线）
唐唐频道说奇案,0,暂不设置,,,北京,搞笑,8540000,380,37405000,371409736,145226775,18,,,,关注我看更多精彩内容
黑喵千岁岁,1,中国,,北京,北京,宠物,8532000,230,116614000,152964883,77880709,64,,人气视频创作者,,简介：墨吞兽一枚，可奶可狼！ 性格：白天蠢笨 夜晚呆萌             爱好隐身 叫声委屈             擅长格斗 未逢敌手             懂得兵法 请勿招惹 千岁岁vx表情包上线了，vx搜索千岁岁就可以得到，一共四组！ 商务合作加v：heimiaoqiansuisui 粉丝加V聊wojialiuzhimao 围脖：黑喵千岁岁V
虞书欣Esther,2,中国,江苏,苏州,苏州,明星,8532000,152,58319000,41710161,10501512,34,,THE9成员 虞书欣,,
优酷星娱社,2,中国,北京,北京,北京,娱乐资讯,8511000,818,110686000,172537018,142402708,18,,,优酷综艺娱乐官方账号,跟着我笑就对了😆
骨往筋来（王杨雨凡）,1,中国,江苏,南京,南京,知识教育,8510000,736,59618000,1133767817,3511035098,321,南京大学,健康自媒体,,★👉👉yundongwangyang★ ★尽吾所能，用吾所学★ ★佑吾所及，偿吾所愿★ ★实用、靠谱、循证、易懂★ ★2019年度十大健康传播大使★ ★“江苏好人”、“中国青年好网民”★
大司马解说,1,暂不设置,,,中山,游戏,8505000,220,101732000,74828476,32891574,21,,游戏主播,,给大家带来更多欢乐，喜欢记得关注
黄美丽,2,中国,广东,广州,广州,搞笑,8494000,622,33054000,29247543,14886239,7,,,,我是一个美妆博主 每天下午1点半开播，欢迎大家来我直播间！
周周珍可爱,2,中国,广东,广州,广州,美女,8493000,298,93370000,79554296,37141848,133,,人气视频创作者,,不经常玩 喜欢我可以来微博找我❤️ 微博：周周珍可爱 品牌合作vx：Q997648522
大能,1,中国,,北京,北京,美女,8481000,182,55681000,80843935,18038574,171,,优质视频创作者,,汤能一品CPU 围脖 赵大能～ 手表相关问题V grandfeu1 商务合作需求V 13325025097（注明来意）
玖月奇迹-王小玮,2,中国,,北京,北京,明星,8463000,112,24125000,70085245,22407135,156,,抖音音乐人,,商务联系：jiuyueqiji@163.com 教育合作：400-900-9229、V❤️：yinyuedao2019 http://www.9y-china.com
中国火箭军,0,中国,北京,北京,北京,政企,8462000,1443,86823000,124121600,98077671,70,,,中国人民解放军火箭军官方抖音号,
看常州,2,埃塞俄比亚,,,,政企,8464000,11000,428208000,27058961,19833007,172,,,常州广播电视台官方抖音号,常州广播电视台新媒体中心 爆料、投稿、奖励、客服及商务合作VX： kcz0519、kcz00008或kcz00007
铁力公安,1,中国,黑龙江省,伊春市,伊春市,政企,8454000,489,253081000,186032885,157629590,118,,,黑龙江省铁力市公安局官方抖音号,关注我，交一个警察朋友。
楚天交通广播,1,中国,河南,信阳,信阳,政企,8445000,8967,421845000,101862709,84203840,32,,,楚天交通广播官方账号,我们一起看世界…
遇见她,1,中国,,北京,北京,剧情,8437000,117,61440000,181979964,42899113,1,中央美术学院,优质视频创作者,,今年开春的时候，我在北京遇见了她 V博：遇见她 （会多更一些照片） 商务霸霸请联系V❤️： yujianta2333（非本人哦）
密子君,2,中国,四川省,成都市,成都市,美女,8434000,94,35365000,18965284,9999334,817,,人气视频创作者,,跟我一起密食天下，做个快乐的吃货！
小歪-精装追女仔,0,中国,广东,广州,广州,剧情,8408000,46,60321000,79738920,30564882,40,,,,僚机小歪&搭档梁猛👥 祖师爷教你提高情商讨人开心，不是叫你渣 （对喜欢的人一定要真心，专一哦） 每周六下午6点半更新视频 抖音小号：梁猛  合作v：jzznz520 招编剧摄影后期v：jzznz520  vb🧣：精装追女仔-小歪               精装追女仔-梁猛
化妆班长张呵呵,0,中国,山东,青岛,青岛,情感,8400000,165,62562000,61145651,29441030,4,,,,恭喜你活捉一只甜美可爱充满正能量的小呵呵 工作：jiahe771（请表明来意） 合作：tz33567    ju99777
沈虫虫,1,中国,,北京,北京,舞蹈,8390000,311,74189000,81508030,70684643,677,,抖音音乐人,,酷🐶：沈虫虫  🐧音乐：沈虫虫  全民K🎵：沈虫虫 🐧电台/網易雲音樂电台：沈虫虫  粉丝vx：sccxzs0712   🐧粉丝群：332716901 毕业于美国普渡大学🎓 谢谢大家一直在等我！
北京七点画室,2,中国,山西,晋城,晋城,搞笑,8384000,131,156520000,45975099,45743416,6,,,北京七点画室官方账号,我是美术生，爱好，整老师🤣
大张伟,0,中国,北京,北京,北京,明星,8368000,108,17266000,7676248,1772677,8,,歌手 主持人,,
你的安安,1,,,,,游戏,8367000,160,181609000,142779792,18407910,1,,,,这个世界上，有没有即使你没有力量，也想保护的人？ 比心ID：60154338 来找我打游戏哦 粉丝群：1082483173 无小号！只玩比心！切勿上当！ 商务合作/红人招募📮504297582@qq.com
李佳航MVP,1,中国,,北京,北京,明星,8360000,88,79560000,1318487765,143438350,128,,演员李佳航,,谢谢你的关注呦
抖音电影,0,中国,北京,北京,北京,娱乐资讯,8358000,1320,105370000,188550219,126971594,13,,,抖音电影官方账号,好看的电影内容都在这里！
颜人中,1,中国,,北京,北京,明星,8357000,172,65550000,137474733,277821973,23,,歌手,,其實我是住你家隔壁製造噪聲的男孩兒！  網易雲、圍脖 搜索『顏人中』
张予曦,2,,,,,明星,8337000,161,56026000,51265866,22749442,52,,演员张予曦,,小小小演员 张予曦
仙灵安染,2,中国,江苏,南京,南京,美女,8328000,124,60214000,41294627,8237134,46,,,,贪恋人间烟火 满眼喜欢 万物可爱✨ WB：安染Annie_ 合作v：tb99183
晓辉在路上,2,中国,河南,郑州,郑州,搞笑,8320000,1731,179652000,318325370,196329365,47,,,河南广播电视台法治频道《晓辉在路上》官方抖音号,您的小问题，我们的必答题！如有疑问或提供新闻线索，可私信
悦悦的宇宙,2,中国,,上海,上海,帅哥,8319000,150,59842000,24517295,10238317,5,,,,北辰：可盐可甜的邻家哥哥 南宇：心思细腻的学霸学长 黑泽：颜值or身材？？？ 点击关注 会有惊喜  私信会不定时回复哦😘 工作VX：L12091476 （注明来意)
郑丽芬er,1,中国,四川,成都,成都,搞笑,8300000,178,165815000,41392293,8628449,35,西华大学,,,灵感来源于生活。 合作V：zbxc001（注明来意） 围脖：郑丽芬er 粉丝群V：Sonic0314
能能叔,1,中国,辽宁,沈阳,沈阳,明星,8293000,204,62818000,44804184,38773695,71,,演员,,王小利
大川,1,中国,广东,广州,广州,帅哥,8294000,582,157429000,170997778,67177313,112,,人气视频创作者,,合作V: xww201930 Vb:元气大川a Q:850576529 🍑：AP MMDD(视频日常穿搭，没有分店) 衣服链接都在🍑和橱窗
TD别打了,1,中国,福建省,厦门市,厦门市,宠物,8284000,471,139198000,21386177,14009284,156,山东大学,,,无小号，请大家注意识别 两个渣猫和一个沙雕的幸福生活 商务合作VX：TD0631 同款冻干零食VX：TD35198 V博：TD别打了
保安兄弟,1,中国,河北省,石家庄市,石家庄市,剧情,8282000,106,65403000,84231742,89560043,7,,,,每日更新，爆笑原创  看完我们作品，你会爱上我们  商务微❤️:fage0409
九渊冥泽,1,中国,广东,深圳,深圳,二次元,8278000,184,83540000,75802141,73447735,72,中央美术学院,,,死神的日常 粉、壁纸➕V：jianevx 合作V：axcm003 本人只有两个号，另外一个是“村头胖鹅”， 原创不易，谢绝搬运！
百姓关注,0,中国,贵州,贵阳,贵阳,搞笑,8258000,5618,433805000,329493935,160551033,43,,,贵州广播电视台公共频道官方抖音号,传播正能量 大爱最美中华（原创内容未经授权，请勿转载。）
乡村胡子哥,1,暂不设置,,,安康,美食,8249000,214,68011000,224121827,138087846,407,,抖音扶贫达人,,趣野外  .   探美味！ 每天晚上九点左右直播 白天拍视频，不定时直播！ 粉丝一千万直播刮胡子！🙏🏻
女生宿舍101,2,中国,,北京,北京,搞笑,8245000,532,130151000,131002018,28518994,229,,,,女生宿舍那些奇葩事儿，感谢舍友不杀之恩 飒姐：宿舍扛把子，万物皆可ne 茉莉：宿舍交际花，万物皆可茶 小米：资深美食家，万物皆可吃 杨洋：口嫌体正直，万物皆可瘫 合作v：18500317946
泡椒好吃嘛,2,,,,,美女,8228000,474,141042000,120678388,22629127,91,,优质视频创作者,,微薄：泡椒好吃嘛 一个乱七八糟博主！ 你们猜还有多久到1000w  商务xxxx_028（不备注不通过）
家味美食,1,中国,山东,威海,威海,生活技巧,8223000,700,31462000,38663138,398947934,259,,,,每日一道家常菜，让做饭更有乐趣！
松松和二毛,1,中国,贵州,铜仁,铜仁,美女,8220000,98,108755000,105194078,28937126,51,,,,贵州兄弟！
紫金山视频,2,中国,江苏,南京,南京,情感,8208000,6050,398945000,161877551,87510888,87,,,紫金山视频官方账号 ,见证美好时代
一切为了群众,0,中国,山东,济南,济南,娱乐资讯,8204000,7286,436343000,1003418209,671345603,64,,,山东广播电视台,群众的事就没小事 为群众维群众 传播正能量
王世不恭,1,中国,福建,三明,三明,才艺技能,8170000,229,88578000,72744792,55663439,5,,,,作品由我和王子豪共同拍摄完成，在突出创意的同时更多的是想体现陪伴成长的意义。重拾遗失的美好。 幸运的人，用童年治愈一生 不幸的人，用一生治愈童年 合作v : w1844450000【注明品牌】
大小v,1,中国,福建省,福州市,福州市,亲子,8169000,251,98829000,102289872,110471718,40,,,,谢谢喜欢❤️ 合作：You-yuanyuan 衣服：v567716 围脖：大小v
路人寒星星,1,中国,河南,郑州,郑州,游戏,8158000,225,116505000,930363258,360557005,40,,游戏主播,,合作VX:hbwhcm  微博更新日常 加群密码是:  寒星星 Q群一:1103735035 Q群二:813510826 Q群三:1091949459 Q群四:742504316 Q群五:1075648490 Q群六:978505805
湖北新闻,2,中国,湖北,武汉,武汉,政企,8153000,7578,303158000,798933087,862757991,18,,,湖北广播电视台新闻中心官方抖音号,新无止境  闻达天下 投稿、合作、实习联系邮箱2048738297@qq.com
鹿小卷,2,中国,广东,广州,广州,美女,8145000,152,51017000,18549069,5387098,13,未知,,,合作联系 xingtuo18 一栋神秘大厦的女主人 细品每个房客的 奇遇人生
大掌柜夫妇,1,中国,广东,珠海,珠海,时尚,8137000,261,100820000,61227649,41815571,129,,人气视频创作者,,💖夫人私人号【掌柜夫人】 ❤️合 作+：18902871072（注明细节） 钟情于夫人、花式带孩子、实力宠粉丝
多多神犬,1,中国,山东,烟台,烟台,宠物,8127000,254,94295000,31349567,27435129,121,,,,围脖：多多神犬    小号：@霸王花多米@金毛多米      私信不看，请在评论区留言，宠粉翻的多    商务V❤ : jiahe878（备注来意）                                        猫狗问题V❤: ddsq1107
巫大大,2,,,,,情感,8118000,67,57880000,58217147,19830113,8,,,,大大的梦想是保卫世界和平 合作➕jiahe231（备注来意)
野小马,2,中国,四川,成都,,音乐,8108000,169,49655000,38189044,35655588,207,,年度巅峰主播季军,,平时我都在微搏：野小马儿 Qq音乐：野小马（完整版收听）
不帅的哥家的生活,1,中国,江苏省,泰州,泰州市,搞笑,8103000,593,197485000,62261038,90367448,1430,泰州职业技术学院,优质视频创作者,,美食直接点击上面的橱窗！ 食品商务合作v：Ouyang05231314
都市奇妙物语,0,暂不设置,,,青岛,剧情,8098000,60,67975000,59690630,20369839,61,,人气视频创作者,,靖子导演作品，原创悬疑魔幻短剧 人性故事、脑洞反转，下一个更有趣      谢谢您的关注，欢迎投稿，留言必回复❤ 下期更新预告：《王子相亲记》
老饭骨,1,暂不设置,,,北京,美食,8092000,322,26885000,542374656,1252087272,388,,优质美食自媒体,,大爷郑秀生 、二伯孙立新、老饭骨初心不变。 国宴技法，家庭呈现，德艺双馨，毫无保留。 更多内容，请关注老饭骨小号： 🔆大爷：大爷学堂 🔅答疑+日常：老饭骨叨叨叨 🔅隋坡：隋学随用 🔅小魏：味道强 🔅小焦：焦你亮 🔅老冯：冯肉肉
曹颖,2,中国,,北京,北京,明星,8068000,386,39573000,201793343,17906384,131,,演员 主持人,,周四娱乐直播，周日带货直播，平时随缘直播 商务V：请加  simon160606  直播售后，请猛戳唯一小助手抖音号：82336087 私加你的都是骗子，请提高防诈骗意识啊
暖视频,1,中国,江苏,苏州,苏州,政企,8068000,3960,482446000,384475374,301921508,65,,,苏州广电采制中心暖视频工作室官方账号,每天暖你一千遍 正能量、暖心事…… 投稿：65954980@qq.com
王老六的大冒险,1,中国,黑龙江,佳木斯,佳木斯,音乐,8065000,48,47456000,71913801,68831367,116,蓝天艺术幼儿园,,,很多的道理都要你用心去感悟 很多的感情都无法用语言去阐述 ❤：wjl998988 合作：gumai889
柯北大测评,1,中国,江苏,南京,南京,好物推荐,8048000,328,51091000,49519655,20247814,9,,,,全网最刺激的开箱测评栏目！ 工作：17372754697 注明来意
李子园..,2,中国,安徽,芜湖,上海,情感,8043000,288,131878000,138352191,53182543,33,,,,本号与羊羊合拍都是友情出演，请不要上升到现实个人 商wu：16601788842 Ⅴb：李子园呐 投稿you箱：1365463357@qq.com（投稿内容清晰，最好配上照片视频等相关信息，感谢您的投稿）
我是薇娅viya,2,,,,,好物推荐,8043000,45,30461000,48311060,38710103,4,,,,我是薇娅，你们的哆啦薇娅 薇娅的女人们，关注我的另一个抖音：薇娅viya
防身大师,1,中国,浙江,杭州,杭州,搞笑,8034000,92,32644000,20363224,33805100,59,,,,看完我的视频，等于赚了百万！
我的邻居是美男,2,中国,,重庆,重庆,帅哥,8033000,127,54634000,17393806,11352980,16,,,,与六个帅气小哥哥的超甜日常～ 工作v：haoya12011 粉丝v：wdljsmn4
鑫鑫呀,2,中国,,北京,北京,美女,8030000,106,99229000,50509418,64422542,70,北京外国语大学,,,😈熊孩子和呆萌老爸的搞笑日常 ❤点击关注 解锁快乐 🤝商务v：hkcm8686 🍺粉丝v：xxyyy518 🤗鑫鑫的小心愿：脱单 男朋友 找对象
神兽阿蛋,1,中国,,北京,北京,宠物,8022000,43,58684000,65902902,55380186,4,,优质视频创作者,,🏢家有神兽，特别后悔 🌠合作：shenshouadan001
范丞丞,1,中国,北京,北京,,明星,8018000,53,55967000,1145034400,374772561,8,,乐华娱乐旗下艺人,,
贝儿多🦁,2,中国,浙江,杭州,杭州,美女,8013000,460,184255000,205882575,60536315,27,中国人民大学,人气视频创作者,,金毛狮王🦁️技能在线的美发博主。 没学过化妆但化的还不错的野生美妆博主 薛，我发挥的蛮不错的，你看看 合作v：378585095  不接受台词安排，产品必须试用！
韩仙女,2,中国,四川,成都,成都,美女,8012000,398,100576000,59951966,25780809,135,,,,维伯：一只迷路的韩义婧 合作➕v：gh20196688 每天晚上10点开播🐝
Seojin_Ban潘南奎,2,韩国,,首尔,首尔,美女,8012000,259,69993000,174416955,135513388,1,,,,努力学习中文的韩国欧尼！ 🤝：hzhyswhz 🛰️：banseojin111
李雪琴,2,中国,辽宁,铁岭,铁岭,搞笑,8009000,282,64275000,208951208,104563714,264,北京大学,脱口秀演员,,一个诗人。 vb：我是李雪琴啊
守艺小胖,1,中国,福建,福州,福州,才艺技能,8007000,54,66739000,35694354,7146649,52,,,守艺小胖工艺品工作室,匠，一生只做一件事 发现匠心好物 传承技艺文化 传播非遗文化 喜欢🉑️定制 合作 syxiaop 谢谢支持手艺人！！！
黑马小明,1,中国,浙江省,杭州市,杭州市,美妆,8005000,199,100890000,69045887,63149512,71,,,,一个很皮的美妆博主（同一个人） 男生没有丑只有懒 关注我❤教你逆袭变帅 粉丝v：hlj20000409 合作v：hmxm_888（备注来意） 工作室新成员招募简历投递邮箱📮:2154636683@qq.com
小丸子,2,中国,广东,深圳,深圳,好物推荐,7980000,13000,53377000,14347758,27535224,139,澳门科技大学,,,我是甜古古酷爱尝试各种新奇特小家居！超爱买买买～每天都会直播！给粉丝们推荐我亲测优选的小玩意儿～
仲昭金Adam,1,中国,,上海市,上海,运动,7979000,880,52578000,6155322,20383465,519,上海体育学院,优质视频创作者、抖音创作者学院合作讲师,,每天7:00、20:00快速燃脂运动 ————————————————— 国际体重控制学会特聘导师 ————————————————— 全国20+封闭式运动训练营随时开营 夏冬令营定期开营 线上训练营限时名额每周开营 ————————————————— 入营咨询、减肥食谱可私信🤝
裴佳欣,2,中国,浙江省,杭州市,杭州市,明星,7977000,627,61835000,74639893,76869560,446,,演员,,代表作品：电视剧《浅情人不知》《逆光》《芸汐传》《小女花不弃》《流星花园》《泡沫之夏》《白发》《玉楼春》《亲爱的挚爱的》《嫣语赋》《當家主母》 电影《749局》《最强铁血奶爸》《睡在我上铺的兄弟》《不老奇事》 综艺节目《零零大冒险》《天天向上》
雁姐美食,2,中国,河南,郑州,郑州,生活技巧,7975000,513,48460000,21402395,71280608,308,,,,每天下午五点开播！
杰儿美食,2,中国,陕西,安康,安康,美食,7979000,515,51786000,75745031,297973341,1,,优质美食自媒体,,美食视频，天天更新 今日头条：杰儿美食 围脖：杰儿美食 ❤jieerms2
成哥教做菜🔥🔥🔥,1,中国,河北,廊坊,廊坊,美食,7974000,326,68686000,29318834,209957184,63,,,,支持正能量平台从我做起 合作VX：meishi1978
央广军事,1,中国,,北京,北京,政企,7951000,772,187328000,270765573,137421502,26,,,中央人民广播电台军事中心官方抖音号,投稿邮箱ygjs@cnr.cn
王鹤棣_Dylan,1,中国,四川,乐山,乐山,明星,7944000,54,47817000,730840532,530445299,27,,演员,,
赵奕欢,2,中国,浙江,嘉兴,,明星,7942000,357,32351000,55890562,30364379,48,,演员 赵奕欢,,☁此生尽兴☀️赤诚善良☁ 爱疯~爱笑~爱唱锅~爱跳5             ——Chloe女神龙🐲
One💛美食,2,中国,广东,广州,广州,美食,7938000,343,50925000,405839012,3682538388,107,肇庆学院,优质美食自媒体,,👆同款厨具和食材都在商品橱窗里面 💛每天分享一道家常菜，不定时直播 ❤️商务：18102516684（备注） ❤️粉丝裙：Anne6179
菲灵仙子,2,中国,河北,保定,保定,服装鞋帽,7931000,652,46679000,3927081,37025098,7,河北大学医学部,,,商务合作👉CC55083 每天更新原创作品，传递正能量，传递美
冲浪达人阿怡,2,中国,河北,秦皇岛,秦皇岛,美女,7904000,152,101306000,86367519,22628674,443,,,,谢谢你们的喜欢❤️ 全网同名，搬运请@我 围脖：冲浪达人阿怡 合作v：19136138417 阿怡的vx：AY-06-22（合作加，注意下划线位置，不私下转账，不加公司）
张艺兴,1,中国,湖南,长沙,长沙,明星,7904000,61,49307000,188228804,42351046,8,,音乐制作人 歌手 演员 张艺兴,,希望成为一个有趣的灵魂
可爱的Anna姐,2,中国,广东,广州,广州,游戏,7902000,73,61998000,18397837,5751397,61,,游戏领域创作者,,一位简简单单…多财多亿的平民玩家！ Anna在抖音只有一个号！ 小冬没有抖音号，其他均为冒充！
剧耀东方,1,中国,,上海,,娱乐资讯,7900000,3222,199595000,281903470,159584110,4,,,东方卫视电视剧官方账号,东方卫视“剧”好看！欢迎关注！
狙击手麦克,1,中国,山东,青岛,青岛,游戏,7889000,592,53852000,68482543,11606445,15,,游戏达人,,认真搞笑，吃鸡随缘。西瓜视频关注 狙击手麦克，观看更多完整视频。关注抖店橱窗，更有惊喜送给你！
雪碧驾到,2,中国,山东,青岛,青岛,搞笑,7868590,109,89518000,36363585,12291544,124,,,,我一定是前世拯救宇宙才遇到我最喜欢，也最喜欢我的宝藏女孩～ vb：雪碧驾到 合作:sphz111（备注来意）
古蛇Samael,1,中国,福建,厦门,厦门,剧情,7868000,74,41094000,2498625,978802,8,,,,女以色授 男以魂与 wb：古蛇samael 连载短剧：《督公九千岁》每周更新3-4集  戏中人亦是心中人 戏里戏外一生一人
家有老张,1,中国,湖南,长沙,长沙,帅哥,7869000,170,96362000,7191351,3284139,4,,,,几十年辛苦操持这个家 偶尔也想耍点酷 商务邮箱：666@menyashipin.com
陈可心,2,中国,广东,广州,广州,亲子,7862000,350,62009000,11425180,18718358,122,,优质视频创作者,,微博:大鑫与小心 ➕V❤️：kexinmama8888 接服装平面拍摄等
宋晓峰,1,中国,北京,北京,北京,明星,7856000,122,20337000,453763925,248235027,384,,演员、原创音乐人,,电视剧《乡村爱情》宋晓峰 综艺栏目《欢乐喜剧人》 电影《缝纫机乐队》 电影《山炮进城》 电影《别叫我酒神》 电影《这个保安有点彪》 电影《兴风作浪》 网剧《槑头槑脑》 娱乐大家，娱乐自己！
家有小张,2,中国,湖南省,长沙市,,美女,7846000,215,99857000,62151827,26415380,7,,,,老张说：十八岁的天空，自由，辽阔，愿你自在飞翔。 wb：家有小张- 粉丝裙vx：xzxz268 商务邮箱：666@menyashipin.com
